Seq No,intnum,persnum,age,educatn,earnings,hours,kids,married,kidsNew,marriedNew
521,846,7,35,16.0,16100,1870,3,divorced,k2,m2
522,846,170,40,17.0,20000,1733,3,married,k2,m1
523,853,173,38,14.0,31000,1815,0,married,k1,m1
524,854,171,46,12.0,27660,1838,2,married,k1,m1
525,855,3,44,17.0,4200,1350,2,married,k1,m1
526,855,4,41,16.0,3000,720,2,married,k1,m1
527,856,3,37,17.0,100000,3472,3,married,k2,m1
528,856,4,36,14.0,0,0,4,married,k2,m1
529,856,5,33,14.0,19000,1907,3,married,k2,m1
530,856,173,37,14.0,12000,2256,0,married,k1,m1
531,857,174,38,13.0,32465,2754,4,married,k2,m1
532,859,170,44,14.0,30590,1920,1,married,k1,m1
533,863,6,31,16.0,36200,1832,1,married,k1,m1
534,863,170,38,12.0,15000,1190,2,married,k1,m1
535,866,4,31,12.0,1500,325,3,married,k2,m1
536,868,6,31,14.0,42000,2205,1,married,k1,m1
537,868,172,40,12.0,55000,2400,0,married,k1,m1
538,868,173,32,14.0,4000,1695,2,divorced,k1,m2
539,869,2,49,16.0,3500,833,2,married,k1,m1
540,875,2,48,11.0,14400,2600,4,married,k2,m1
541,875,174,31,12.0,31000,1952,4,married,k2,m1
542,875,176,30,15.0,10000,272,1,married,k1,m1
543,875,177,46,12.0,10500,2080,2,married,k1,m1
544,876,170,41,12.0,20191,1880,2,divorced,k1,m2
546,879,171,45,12.0,20000,2940,3,married,k2,m1
547,880,175,35,12.0,0,0,3,married,k2,m1
548,881,170,42,16.0,0,0,2,married,k1,m1
549,885,3,43,12.0,7000,1530,3,married,k2,m1
550,891,175,50,12.0,75000,3250,1,married,k1,m1
551,892,170,45,13.0,52000,2880,1,married,k1,m1
552,893,2,49,14.0,0,0,2,married,k1,m1
553,894,1,50,14.0,3500,867,3,married,k2,m1
554,897,4,40,12.0,22000,1757,3,married,k2,m1
555,897,172,33,14.0,3400,520,0,married,k1,m1
556,898,5,35,12.0,32000,2331,0,divorced,k1,m2
557,898,181,32,15.0,15000,850,1,married,k1,m1
558,899,2,46,9.0,0,0,2,married,k1,m1
559,904,3,38,15.0,45000,1559,0,never married,k1,m2
560,904,4,32,12.0,30000,1850,0,never married,k1,m2
561,905,170,42,14.0,0,0,1,married,k1,m1
562,907,2,41,16.0,23000,1815,2,married,k1,m1
563,908,3,38,14.0,17000,2000,2,married,k1,m1
565,908,170,36,12.0,7800,1232,3,married,k2,m1
566,908,173,39,12.0,26000,2250,1,married,k1,m1
567,909,3,36,14.0,700,177,3,married,k2,m1
568,910,4,39,16.0,2491,120,1,married,k1,m1
569,910,5,36,14.0,14000,2056,3,divorced,k2,m2
570,910,6,30,16.0,9000,1506,0,married,k1,m1
571,912,1,46,12.0,6550,409,2,married,k1,m1
572,913,171,37,16.0,70000,2750,0,married,k1,m1
573,913,173,38,15.0,40000,2360,1,married,k1,m1
574,915,4,32,13.0,7378,1560,2,married,k1,m1
575,915,5,31,14.0,13000,915,2,married,k1,m1
576,915,172,34,13.0,1500,325,2,married,k1,m1
577,916,5,33,16.0,5978,288,3,married,k2,m1
578,916,170,39,11.0,0,0,5,widowed,k2,m2
581,916,180,33,12.0,40000,2545,0,married,k1,m1
582,931,2,41,12.0,11500,2100,2,married,k1,m1
583,934,170,45,12.0,32000,2929,3,married,k2,m1
584,934,171,49,12.0,18980,1867,3,married,k2,m1
585,935,2,49,12.0,26000,1920,3,married,k2,m1
586,935,181,46,8.0,1864,192,3,married,k2,m1
587,937,170,43,13.0,17000,2058,2,divorced,k1,m2
588,938,2,48,12.0,28950,2058,1,divorced,k1,m2
589,939,1,49,16.0,0,0,3,married,k2,m1
590,941,4,40,12.0,0,0,5,separated,k2,m2
592,946,172,41,17.0,51000,2330,1,married,k1,m1
594,950,170,41,13.0,5250,1536,1,married,k1,m1
595,951,170,46,16.0,18000,416,3,married,k2,m1
596,952,3,37,17.0,0,0,2,married,k1,m1
597,952,4,34,13.0,0,0,2,married,k1,m1
598,958,3,50,12.0,13318,1875,4,married,k2,m1
599,960,171,46,12.0,11000,312,1,married,k1,m1
600,961,3,31,14.0,1200,104,1,married,k1,m1
601,961,4,46,12.0,18000,1931,4,married,k2,m1
602,963,4,40,16.0,0,0,3,married,k2,m1
603,963,170,45,17.0,0,0,2,married,k1,m1
604,964,2,49,12.0,32500,2640,3,married,k2,m1
605,964,3,30,8.0,0,0,5,never married,k2,m2
606,965,22,46,15.0,55000,2058,0,married,k1,m1
607,967,170,38,16.0,25000,1095,2,divorced,k1,m2
608,967,172,34,12.0,16000,1248,0,married,k1,m1
609,970,3,32,12.0,0,0,2,married,k1,m1
610,971,3,36,17.0,25000,1400,0,divorced,k1,m2
611,976,2,47,17.0,41800,1568,2,divorced,k1,m2
612,976,172,39,17.0,9000,922,6,divorced,k2,m2
613,980,2,47,10.0,30000,2120,1,divorced,k1,m2
614,980,172,49,12.0,24000,1970,3,married,k2,m1
615,982,3,31,14.0,21000,1619,1,married,k1,m1
616,984,2,41,12.0,0,0,4,widowed,k2,m2
617,988,2,48,16.0,44000,2098,3,married,k2,m1
618,990,2,48,17.0,600,276,2,married,k1,m1
619,991,170,44,13.0,18400,2140,3,married,k2,m1
620,997,170,49,12.0,10609,1530,3,married,k2,m1
621,998,170,30,16.0,27000,758,1,married,k1,m1
622,999,4,34,13.0,45000,1716,2,married,k1,m1
623,999,5,30,12.0,52000,1996,0,never married,k1,m2
624,999,170,33,12.0,0,0,3,married,k2,m1
625,1000,3,39,16.0,24000,1242,2,married,k1,m1
626,1000,4,41,14.0,0,0,2,married,k1,m1
627,1000,171,37,16.0,17600,832,2,married,k1,m1
628,1010,3,38,12.0,32000,1896,0,married,k1,m1
629,1012,170,41,14.0,0,0,3,married,k2,m1
630,1013,170,35,12.0,40000,1974,2,married,k1,m1
631,1028,4,43,12.0,7500,139,3,divorced,k2,m2
634,1028,178,35,12.0,24000,2110,0,married,k1,m1
635,1029,3,32,16.0,0,0,1,married,k1,m1
636,1029,4,30,12.0,13000,1857,2,divorced,k1,m2
637,1033,170,45,13.0,25000,2750,1,married,k1,m1
638,1034,3,42,12.0,800,320,3,divorced,k2,m2
639,1036,2,48,14.0,24418,1824,3,married,k2,m1
640,1037,4,44,12.0,29800,2023,2,divorced,k1,m2
641,1037,170,40,12.0,16300,1820,3,married,k2,m1
642,1037,172,43,12.0,38000,2080,2,married,k1,m1
643,1038,3,46,11.0,20000,2000,3,married,k2,m1
644,1043,3,38,17.0,0,0,4,married,k2,m1
645,1043,6,33,15.0,18330,1249,0,married,k1,m1
646,1043,7,32,12.0,18000,1653,0,married,k1,m1
647,1045,3,46,15.0,25000,2040,1,divorced,k1,m2
648,1047,3,37,16.0,17000,1040,0,never married,k1,m2
649,1047,4,33,13.0,2000,325,1,never married,k1,m2
650,1047,21,44,12.0,30000,2240,2,divorced,k1,m2
651,1048,3,34,10.0,11000,2040,2,married,k1,m1
652,1051,171,39,12.0,18000,1952,4,married,k2,m1
653,1055,170,32,13.0,14500,1181,1,married,k1,m1
654,1060,21,45,17.0,15000,1097,2,divorced,k1,m2
655,1061,4,34,13.0,3800,2000,2,married,k1,m1
656,1062,4,41,16.0,15000,1610,2,married,k1,m1
657,1064,170,45,16.0,27000,2012,3,married,k2,m1
658,1065,2,46,17.0,38000,2880,2,married,k1,m1
659,1068,3,36,15.0,36000,2196,1,married,k1,m1
660,1070,170,42,14.0,42000,1880,2,married,k1,m1
661,1074,172,44,16.0,0,0,3,married,k2,m1
662,1074,174,38,12.0,38000,1992,0,married,k1,m1
663,1075,3,37,16.0,12000,1410,2,married,k1,m1
664,1075,4,36,12.0,32000,2025,2,married,k1,m1
665,1075,5,35,12.0,18000,2020,3,married,k2,m1
666,1075,175,31,12.0,0,0,2,married,k1,m1
667,1077,3,36,15.0,2103,448,2,married,k1,m1
668,1077,5,32,13.0,0,0,0,married,k1,m1
669,1079,4,36,12.0,0,0,2,married,k1,m1
670,1080,2,48,16.0,34000,1880,2,married,k1,m1
671,1081,4,39,12.0,32000,2160,1,divorced,k1,m2
672,1081,170,36,12.0,17316,1560,2,married,k1,m1
673,1084,3,38,12.0,16000,2000,0,never married,k1,m2
674,1084,4,37,14.0,22000,1715,1,married,k1,m1
675,1084,5,30,13.0,9000,1560,1,married,k1,m1
676,1084,170,34,12.0,40,8,2,married,k1,m1
677,1085,2,34,15.0,38600,2021,0,never married,k1,m2
678,1087,170,46,17.0,40500,1467,2,married,k1,m1
679,1088,4,42,12.0,14000,1960,3,married,k2,m1
680,1088,171,46,12.0,36000,1824,1,married,k1,m1
681,1088,172,42,12.0,21000,1260,3,married,k2,m1
682,1090,4,36,12.0,3800,1250,3,married,k2,m1
683,1092,3,36,16.0,1500,350,2,married,k1,m1
684,1092,4,33,16.0,59600,2365,1,married,k1,m1
685,1093,2,50,13.0,6000,920,3,married,k2,m1
687,1095,2,47,12.0,16000,2010,1,married,k1,m1
688,1095,171,44,12.0,28000,2336,0,married,k1,m1
690,1097,3,40,12.0,16888,1912,1,divorced,k1,m2
691,1097,170,41,13.0,16119,1993,2,married,k1,m1
692,1098,170,41,16.0,3225,900,2,divorced,k1,m2
693,1098,173,35,12.0,18000,2032,1,married,k1,m1
694,1099,5,32,12.0,10000,1715,2,married,k1,m1
696,1105,170,44,14.0,16750,2159,3,married,k2,m1
697,1107,3,40,12.0,135000,2080,0,divorced,k1,m2
698,1107,172,44,12.0,1000,208,2,married,k1,m1
699,1107,175,30,12.0,0,0,2,married,k1,m1
700,1109,3,38,12.0,41000,2500,0,married,k1,m1
701,1109,174,31,12.0,3400,310,1,married,k1,m1
702,1111,170,34,13.0,52921,2500,0,married,k1,m1
705,1121,2,45,12.0,30000,2459,2,divorced,k1,m2
706,1121,174,30,13.0,2500,650,3,married,k2,m1
707,1125,172,32,12.0,13000,141,4,married,k2,m1
708,1126,2,45,12.0,22000,1880,5,married,k2,m1
709,1130,2,44,12.0,28800,1885,3,divorced,k2,m2
710,1131,2,44,13.0,0,0,0,married,k1,m1
711,1131,171,42,12.0,50000,1709,2,married,k1,m1
712,1141,3,32,10.0,47500,2205,2,married,k1,m1
713,1142,3,30,17.0,5000,807,2,married,k1,m1
714,1144,3,44,12.0,20237,1952,3,married,k2,m1
715,1144,170,37,12.0,15000,1988,2,married,k1,m1
716,1149,5,32,12.0,17000,2090,0,married,k1,m1
717,1149,170,37,12.0,24000,1900,1,married,k1,m1
718,1151,6,39,17.0,0,0,2,married,k1,m1
719,1151,21,43,14.0,14619,1092,4,married,k2,m1
720,1151,173,33,16.0,5000,160,2,married,k1,m1
721,1152,22,45,12.0,12000,2006,2,married,k1,m1
722,1152,23,46,15.0,18000,2080,3,married,k2,m1
723,1152,170,46,12.0,43000,1880,3,married,k2,m1
726,1155,4,33,12.0,23700,1929,2,divorced,k1,m2
727,1162,3,38,14.0,17000,1509,3,married,k2,m1
728,1163,4,42,17.0,33000,1665,2,married,k1,m1
729,1163,171,39,14.0,14000,1709,3,married,k2,m1
730,1163,172,44,16.0,30000,1755,3,married,k2,m1
731,1163,173,38,16.0,30000,1620,3,married,k2,m1
732,1163,174,33,16.0,24124,1097,2,married,k1,m1
733,1164,173,34,12.0,7200,1200,2,married,k1,m1
734,1164,174,31,12.0,0,0,2,married,k1,m1
735,1166,7,37,12.0,12000,1693,3,married,k2,m1
736,1166,8,33,12.0,0,0,0,widowed,k1,m2
737,1166,174,41,12.0,15400,1930,4,married,k2,m1
738,1166,180,35,12.0,8000,2040,2,married,k1,m1
739,1167,3,42,8.0,0,0,7,married,k2,m1
741,1168,6,32,12.0,12000,1960,3,married,k2,m1
742,1169,3,33,14.0,0,0,0,married,k1,m1
743,1173,3,44,12.0,22000,2000,1,divorced,k1,m2
744,1175,2,46,12.0,19000,2579,2,divorced,k1,m2
745,1178,4,37,12.0,10000,1322,0,married,k1,m1
746,1178,171,44,16.0,5000,225,2,married,k1,m1
747,1179,3,45,14.0,32069,2276,1,divorced,k1,m2
748,1179,170,41,14.0,35000,2080,2,married,k1,m1
749,1184,4,46,16.0,35000,1573,2,married,k1,m1
751,1184,170,45,15.0,33000,1960,4,separated,k2,m2
752,1184,171,37,15.0,17000,797,2,married,k1,m1
753,1184,172,41,12.0,16000,1830,3,divorced,k2,m2
755,1184,175,33,12.0,0,0,2,married,k1,m1
757,1191,3,37,12.0,28000,1920,1,married,k1,m1
758,1192,3,35,12.0,18000,1416,2,married,k1,m1
759,1192,4,34,12.0,9000,1533,2,married,k1,m1
760,1192,5,33,12.0,21000,1960,2,married,k1,m1
761,1200,3,42,12.0,26000,2020,1,married,k1,m1
762,1200,4,39,12.0,30000,1800,0,married,k1,m1
763,1200,6,33,13.0,31200,2196,1,married,k1,m1
764,1200,171,42,12.0,24000,2020,2,married,k1,m1
765,1203,2,41,14.0,6000,1500,3,separated,k2,m2
766,1205,170,44,16.0,10000,720,2,married,k1,m1
767,1206,3,40,12.0,0,0,2,divorced,k1,m2
768,1213,3,34,14.0,17000,208,0,never married,k1,m2
769,1213,4,32,16.0,56000,1369,1,never married,k1,m2
770,1220,2,50,17.0,28000,1710,2,married,k1,m1
771,1220,171,31,12.0,9000,1580,3,married,k2,m1
772,1221,170,35,14.0,0,0,2,married,k1,m1
773,1221,171,33,13.0,17000,2208,3,married,k2,m1
774,1221,172,30,16.0,4000,173,1,married,k1,m1
775,1222,4,31,12.0,0,0,2,married,k1,m1
776,1222,5,30,12.0,8000,2600,2,married,k1,m1
777,1222,179,30,12.0,4000,1613,2,married,k1,m1
778,1225,170,44,16.0,32000,2010,2,married,k1,m1
779,1227,173,30,16.0,10000,507,0,never married,k1,m2
780,1227,180,37,12.0,45000,2352,2,married,k1,m1
781,1227,189,42,0.0,0,0,3,divorced,k2,m2
782,1229,1,48,16.0,0,0,3,married,k2,m1
783,1233,4,37,12.0,13500,1718,3,married,k2,m1
784,1234,171,41,9.0,15750,2080,2,divorced,k1,m2
785,1236,170,37,16.0,20846,2330,2,divorced,k1,m2
786,1236,172,30,13.0,7000,1805,0,married,k1,m1
787,1241,2,43,12.0,10000,2100,5,married,k2,m1
788,1242,6,30,15.0,0,0,1,married,k1,m1
789,1242,171,38,16.0,550,104,3,married,k2,m1
790,1242,176,33,16.0,21360,1029,2,married,k1,m1
791,1242,177,31,16.0,0,0,2,married,k1,m1
792,1249,2,44,17.0,38000,4821,1,divorced,k1,m2
793,1249,173,49,12.0,24000,1111,1,married,k1,m1
794,1254,170,35,12.0,39500,1974,2,married,k1,m1
795,1255,2,45,14.0,35500,1976,2,divorced,k1,m2
796,1256,21,43,13.0,9047,1440,1,divorced,k1,m2
797,1258,3,34,16.0,380,98,2,married,k1,m1
799,1260,3,42,12.0,19136,993,0,never married,k1,m2
800,1260,176,32,12.0,0,0,0,never married,k1,m2
801,1260,177,34,12.0,36000,1560,0,never married,k1,m2
802,1260,180,32,14.0,36000,1500,0,never married,k1,m2
803,1266,2,31,12.0,16000,1960,2,married,k1,m1
804,1267,170,44,13.0,0,0,2,married,k1,m1
805,1269,170,36,13.0,25500,1927,3,married,k2,m1
806,1269,171,30,12.0,12000,1992,1,divorced,k1,m2
807,1270,2,44,12.0,15000,1840,2,married,k1,m1
808,1270,171,45,13.0,19300,1847,2,married,k1,m1
809,1271,170,46,16.0,32000,1481,2,married,k1,m1
810,1274,3,45,17.0,28612,1365,4,married,k2,m1
811,1275,3,43,17.0,32000,1798,0,married,k1,m1
812,1275,171,35,16.0,1700,80,3,married,k2,m1
813,1275,175,41,17.0,50000,913,0,married,k1,m1
814,1281,170,44,17.0,45000,1449,2,married,k1,m1
815,1281,172,38,17.0,31718,1528,2,married,k1,m1
816,1281,173,42,14.0,0,0,2,married,k1,m1
817,1282,4,43,17.0,40000,1204,3,married,k2,m1
818,1282,5,37,14.0,24605,1750,2,divorced,k1,m2
819,1282,172,44,17.0,11500,1020,2,married,k1,m1
820,1285,4,37,17.0,37500,460,2,married,k1,m1
821,1285,5,34,17.0,25000,1000,2,married,k1,m1
822,1286,3,38,13.0,15840,771,2,married,k1,m1
823,1286,4,35,15.0,8000,645,2,married,k1,m1
824,1288,3,40,17.0,25000,1954,2,married,k1,m1
825,1290,3,42,14.0,5000,764,2,married,k1,m1
826,1290,174,33,13.0,1200,1960,2,married,k1,m1
827,1292,2,48,12.0,18155,1960,3,married,k2,m1
828,1298,4,34,17.0,187500,2940,2,married,k1,m1
829,1298,5,31,16.0,20000,1728,2,married,k1,m1
830,1300,2,40,12.0,22500,1694,3,married,k2,m1
831,1300,3,36,12.0,24000,1960,1,divorced,k1,m2
832,1302,4,39,16.0,23000,1674,3,married,k2,m1
833,1302,21,44,17.0,37000,2016,2,divorced,k1,m2
834,1303,170,37,16.0,20000,906,4,married,k2,m1
835,1303,173,34,16.0,40000,1907,3,married,k2,m1
836,1303,174,37,16.0,37200,2242,0,married,k1,m1
837,1309,3,38,12.0,7500,2040,2,married,k1,m1
838,1312,3,38,12.0,25000,1907,0,married,k1,m1
839,1312,171,34,13.0,17000,1960,1,married,k1,m1
840,1314,170,41,13.0,30121,2250,0,married,k1,m1
841,1315,3,34,12.0,22222,2002,0,married,k1,m1
842,1315,4,31,12.0,0,0,3,married,k2,m1
843,1328,3,42,13.0,14000,2056,0,never married,k1,m2
844,1328,173,48,13.0,7000,1022,3,married,k2,m1
845,1332,2,49,12.0,29000,1928,3,married,k2,m1
846,1335,4,40,11.0,15000,2024,3,married,k2,m1
847,1335,5,39,13.0,10000,2720,3,married,k2,m1
848,1335,171,37,12.0,10000,1810,2,married,k1,m1
849,1335,173,33,10.0,19575,2480,3,married,k2,m1
850,1335,174,33,12.0,6500,1442,3,married,k2,m1
851,1335,175,31,12.0,11235,1785,3,married,k2,m1
852,1335,176,33,12.0,48,108,3,married,k2,m1
853,1336,7,30,14.0,18000,1331,1,married,k1,m1
854,1342,170,36,13.0,3000,500,2,married,k1,m1
855,1345,4,35,12.0,9000,1307,3,married,k2,m1
856,1345,6,31,12.0,18215,1583,1,divorced,k1,m2
857,1351,174,31,14.0,31000,2205,2,married,k1,m1
859,1353,3,42,16.0,43000,1898,2,married,k1,m1
860,1353,4,37,14.0,0,0,2,married,k1,m1
861,1355,3,40,15.0,0,0,2,married,k1,m1
863,1355,5,36,14.0,0,0,1,separated,k1,m2
864,1358,2,47,5.0,0,0,2,married,k1,m1
866,1376,170,39,12.0,26000,2255,3,married,k2,m1
867,1377,4,43,17.0,31600,1656,3,married,k2,m1
868,1377,170,46,17.0,0,0,1,married,k1,m1
869,1384,2,45,17.0,37730,1800,1,married,k1,m1
870,1387,170,43,16.0,0,0,3,married,k2,m1
871,1391,2,45,14.0,18000,2400,2,divorced,k1,m2
872,1391,170,43,13.0,8000,867,2,divorced,k1,m2
873,1394,2,40,9.0,14450,1912,3,married,k2,m1
874,1394,170,41,12.0,21600,2000,2,married,k1,m1
875,1397,171,35,12.0,2500,2470,3,married,k2,m1
876,1397,172,30,16.0,0,0,3,married,k2,m1
877,1399,5,35,16.0,35000,2010,0,married,k1,m1
878,1399,6,34,12.0,25000,2050,1,never married,k1,m2
879,1399,7,34,12.0,7867,880,5,married,k2,m1
880,1399,8,30,11.0,8000,1300,2,married,k1,m1
881,1399,172,38,13.0,0,0,1,married,k1,m1
882,1399,175,35,16.0,36000,1370,2,married,k1,m1
883,1401,170,44,12.0,4930,459,1,divorced,k1,m2
884,1406,3,40,12.0,17000,1990,2,divorced,k1,m2
885,1406,171,45,12.0,14000,1750,2,divorced,k1,m2
886,1407,2,46,10.0,14564,1500,2,married,k1,m1
887,1407,170,31,12.0,0,0,1,married,k1,m1
889,1411,6,37,15.0,29000,1715,2,married,k1,m1
890,1411,7,35,12.0,26000,1825,3,never married,k2,m2
891,1411,10,31,14.0,22000,1697,1,married,k1,m1
892,1414,3,40,12.0,20100,1990,1,never married,k1,m2
893,1415,3,33,12.0,1300,440,2,married,k1,m1
894,1415,4,30,12.0,14500,1664,2,married,k1,m1
895,1419,170,42,13.0,300,50,1,married,k1,m1
896,1419,171,44,17.0,0,0,2,married,k1,m1
897,1419,172,35,12.0,4000,884,3,married,k2,m1
898,1425,170,45,12.0,2300,350,0,married,k1,m1
899,1426,2,30,13.0,8990,1512,6,married,k2,m1
900,1428,4,35,17.0,47000,1786,1,married,k1,m1
901,1430,4,34,16.0,20000,1229,0,married,k1,m1
902,1431,2,50,10.0,12100,1445,2,divorced,k1,m2
903,1431,170,33,14.0,0,0,1,married,k1,m1
904,1434,2,48,16.0,1200,960,5,married,k2,m1
905,1435,3,41,17.0,42000,1848,0,never married,k1,m2
906,1437,4,32,16.0,40000,1920,0,never married,k1,m2
907,1438,3,34,14.0,5700,1152,3,divorced,k2,m2
908,1438,21,43,16.0,27950,1741,4,married,k2,m1
909,1445,171,36,12.0,3000,339,3,married,k2,m1
910,1445,173,34,16.0,6700,1020,3,married,k2,m1
911,1446,3,41,12.0,23500,2486,1,divorced,k1,m2
912,1446,170,48,15.0,29300,2020,0,married,k1,m1
913,1454,170,45,17.0,13500,867,3,married,k2,m1
914,1458,3,47,16.0,27500,1600,0,married,k1,m1
915,1459,3,44,13.0,26354,1960,2,divorced,k1,m2
916,1460,8,30,0.0,0,0,1,separated,k1,m2
917,1460,176,43,11.0,49000,1820,3,married,k2,m1
918,1468,5,33,12.0,12000,1880,3,married,k2,m1
919,1468,6,30,12.0,25000,1806,1,married,k1,m1
920,1468,172,34,12.0,13500,1944,2,married,k1,m1
921,1471,3,41,16.0,31000,1711,0,never married,k1,m2
922,1473,170,39,13.0,3500,750,3,married,k2,m1
923,1475,2,50,12.0,11000,2450,2,married,k1,m1
924,1476,2,49,14.0,26000,2000,1,married,k1,m1
925,1476,170,42,15.0,0,0,1,married,k1,m1
926,1480,170,39,9.0,11875,940,2,widowed,k1,m2
927,1480,176,43,12.0,16667,1870,0,never married,k1,m2
928,1485,2,48,12.0,3500,89,3,married,k2,m1
929,1485,3,30,12.0,9000,105,3,married,k2,m1
930,1494,2,45,13.0,12000,2000,3,married,k2,m1
931,1494,177,50,12.0,12000,2277,3,married,k2,m1
932,1496,170,47,13.0,19000,1760,2,married,k1,m1
933,1498,2,45,10.0,0,0,5,married,k2,m1
934,1501,2,44,12.0,0,0,2,married,k1,m1
935,1505,4,40,16.0,32952,1850,1,married,k1,m1
936,1505,5,36,12.0,24200,1880,0,married,k1,m1
937,1513,3,47,17.0,23000,1365,1,married,k1,m1
938,1513,4,44,17.0,5000,425,2,married,k1,m1
939,1513,5,42,17.0,0,0,0,married,k1,m1
940,1515,2,47,12.0,0,0,3,married,k2,m1
941,1516,170,30,16.0,25000,1885,1,married,k1,m1
942,1520,1,45,12.0,10000,1778,2,married,k1,m1
943,1521,2,40,16.0,3000,440,0,married,k1,m1
944,1522,6,40,16.0,29000,1960,0,married,k1,m1
945,1522,8,36,16.0,2800,331,3,married,k2,m1
946,1522,10,32,16.0,0,0,3,married,k2,m1
947,1522,170,42,16.0,50000,2380,2,married,k1,m1
948,1522,171,47,17.0,71000,2196,1,married,k1,m1
949,1522,172,35,14.0,30000,1940,2,married,k1,m1
950,1522,175,31,16.0,72000,3000,3,married,k2,m1
951,1523,171,37,16.0,36472,1757,2,married,k1,m1
952,1523,172,39,12.0,26000,2040,0,married,k1,m1
953,1525,3,41,16.0,32000,1440,2,married,k1,m1
954,1529,2,45,12.0,44200,2024,1,married,k1,m1
955,1533,3,41,16.0,52000,2400,1,married,k1,m1
956,1538,2,38,17.0,20500,1840,0,never married,k1,m2
957,1541,3,41,14.0,18000,2247,1,married,k1,m1
958,1541,5,38,12.0,20000,1844,3,married,k2,m1
959,1541,6,34,15.0,50000,2750,0,married,k1,m1
960,1541,171,39,12.0,9000,1984,5,married,k2,m1
961,1542,4,33,13.0,60000,2160,1,divorced,k1,m2
962,1542,5,33,14.0,30000,1957,3,married,k2,m1
964,1542,176,34,16.0,35000,2228,2,married,k1,m1
965,1547,3,33,14.0,7000,440,2,married,k1,m1
966,1551,2,44,12.0,20195,2080,2,married,k1,m1
967,1565,2,44,16.0,30000,1520,3,separated,k2,m2
968,1566,170,35,16.0,0,0,2,married,k1,m1
969,1567,3,41,12.0,22000,2040,1,married,k1,m1
970,1567,171,44,12.0,20978,1140,2,married,k1,m1
971,1568,173,39,12.0,6000,103,4,married,k2,m1
972,1570,5,35,12.0,16000,2040,1,never married,k1,m2
973,1570,171,37,12.0,19000,1960,2,married,k1,m1
974,1571,4,42,12.0,0,0,2,separated,k1,m2
975,1571,5,42,12.0,5000,1213,3,married,k2,m1
976,1571,172,40,12.0,21000,3238,3,married,k2,m1
977,1572,4,32,11.0,0,0,4,separated,k2,m2
978,1572,5,31,11.0,0,0,3,married,k2,m1
979,1577,170,46,12.0,7800,1435,3,married,k2,m1
980,1577,171,43,12.0,21000,2473,2,divorced,k1,m2
981,1579,2,44,16.0,26000,2060,5,married,k2,m1
982,1579,3,41,17.0,17000,2056,2,divorced,k1,m2
983,1579,6,37,17.0,30000,1907,3,married,k2,m1
984,1579,173,38,16.0,1661,80,2,married,k1,m1
985,1579,174,43,16.0,15000,1242,2,married,k1,m1
986,1583,3,41,12.0,0,0,2,separated,k1,m2
987,1588,3,40,16.0,0,0,1,married,k1,m1
988,1588,4,36,16.0,14525,1815,0,never married,k1,m2
989,1591,7,36,15.0,48000,1960,0,never married,k1,m2
990,1591,170,39,12.0,1000,160,2,married,k1,m1
991,1591,171,40,13.0,0,0,3,married,k2,m1
992,1591,172,35,17.0,12000,545,2,married,k1,m1
993,1599,4,35,16.0,48875,2210,0,never married,k1,m2
994,1599,170,35,16.0,16606,800,2,married,k1,m1
995,1605,170,45,12.0,1000,148,2,married,k1,m1
996,1608,172,42,14.0,15200,2358,1,married,k1,m1
997,1611,3,38,12.0,35000,2044,1,married,k1,m1
998,1611,5,31,12.0,1000,1498,1,married,k1,m1
999,1613,5,38,15.0,69000,2100,2,separated,k1,m2
1000,1613,7,32,12.0,0,0,2,married,k1,m1
1001,1613,170,40,12.0,20000,1960,4,married,k2,m1
1002,1613,172,35,13.0,20939,1944,2,married,k1,m1
1003,1620,1,49,17.0,43000,2071,0,married,k1,m1
1004,1621,2,47,12.0,24000,1880,1,married,k1,m1
1005,1624,3,37,14.0,21500,1928,2,married,k1,m1
1006,1624,173,42,16.0,35000,2868,3,divorced,k2,m2
1007,1624,174,46,12.0,0,0,5,married,k2,m1
1008,1627,2,48,15.0,31000,2064,2,divorced,k1,m2
1009,1627,171,46,12.0,28000,2350,1,married,k1,m1
1010,1628,3,32,12.0,12700,2008,2,married,k1,m1
1012,1630,4,36,17.0,0,0,2,married,k1,m1
1013,1630,170,32,16.0,0,0,3,married,k2,m1
1014,1630,172,42,17.0,33538,1600,0,married,k1,m1
1015,1632,170,45,16.0,32722,1084,3,divorced,k2,m2
1016,1633,4,43,11.0,19030,1960,2,married,k1,m1
1017,1634,170,41,16.0,42000,1384,2,married,k1,m1
1018,1634,171,34,16.0,26000,3000,0,married,k1,m1
1019,1635,170,41,12.0,21910,2040,1,married,k1,m1
1020,1644,4,33,15.0,9500,747,1,married,k1,m1
1021,1645,2,49,17.0,25200,1230,3,married,k2,m1
